"companyId","year","k4_average","median","average"
"25",2015,-0.002475942417774461,-0.02546005913256411,-0.026175711781496063
"25",2016,-0.004039886004568489,-0.023553470695335477,-0.026400019897096658
"25",2017,-0.0046852412741742655,-0.021386622622739937,-0.02553867402132821
"26",2013,-0.0010561694361590685,-0.012379038541885238,-0.013734216313341305
"26",2014,-0.0020860181352714826,-0.01334878791706185,-0.015147760712082533
"26",2015,-0.0026373352177188284,-0.011858364215855559,-0.015171421067697347
"26",2016,-0.003217382485533919,-0.013468761750421991,-0.01497580138741366
"26",2017,-0.002773215187262459,-0.01302572360142534,-0.014218857012701444
"27",2010,-0.006256443064009613,-0.032812909928978326,-0.04056871918583565
"27",2011,-0.0056607137316256155,-0.030271798503534668,-0.04008135270014441
"27",2012,-0.009275550649027414,-0.030421182747964168,-0.03977353004398605
"27",2013,-0.006454112865286427,-0.02781917532372373,-0.03564726511848954
"27",2014,-0.006927495534939751,-0.028620174618049686,-0.03293763063887474
"27",2015,-0.007662322575510607,-0.030048935910922857,-0.033101692608117315
"27",2016,-0.006732826368932449,-0.030767120128711987,-0.03363002117689437
"27",2017,-0.006129766022086126,-0.031182153195975455,-0.03270834372725519
"28",2013,-0.004868473855763212,-0.01661690767027491,-0.019390420569577023
"28",2014,-0.0012049931088171585,-0.01809786971161373,-0.01955713875404332
"29",2010,-0.001998593463039566,-0.018786571090298066,-0.018475894424540097
"29",2011,-0.00250412372142844,-0.01647718445849968,-0.01857499303879942
"29",2012,-0.002448130277586899,-0.01803597997887278,-0.018130262941653263
"29",2013,-0.001306321664350727,-0.018519159555772276,-0.02162095332306074
"29",2014,-0.0014325137976404986,-0.02343030878772559,-0.023798651479319304
"29",2015,-0.0016410275212864873,-0.021962702000079288,-0.02297841372952652
"30",2017,-0.0014840479520655467,-0.028089844460208138,-0.02822899898844597
"31",2010,-0.003059946577340109,-0.013694038971222877,-0.014361770903404424
"31",2011,-0.001972026234283941,-0.013479909482802544,-0.014694112423497307
"31",2012,-0.0020781271471826787,-0.01300995497154564,-0.014338258759539323
"31",2013,-0.0014548047102765794,-0.014376390131772745,-0.016394603360654757
"31",2014,-0.0027490400187797867,-0.015266105805348453,-0.01761780487987884
"31",2015,-0.0021127505051169553,-0.01643025944997103,-0.0181847869534203
"32",2010,-0.00149067905089592,-0.013977901485760476,-0.01658608576983356
"32",2011,-0.0009470196963663365,-0.013557295967996538,-0.015775871171707638
"32",2012,-0.0004968658683549439,-0.01235429923100968,-0.015193945239483638
"32",2013,-0.0007975114924528666,-0.01042562548818132,-0.014265094946663906
"33",2010,-0.01737059182125368,-0.025581732270846445,-0.020432516985413058
"33",2011,-0.014585599038704076,-0.024256419568208055,-0.020889109631946356
"33",2012,-0.01647148978498589,-0.023870850146344415,-0.02073953937843953
"33",2013,-0.01076298601057341,-0.02124257815946185,-0.01790869752247627
"34",2014,-0.0077598510769804965,-0.013598803609716867,-0.023945433240264793
"36",2017,-0.012889785545384105,-0.020988306513310993,-0.024489170970812258
"37",2010,-0.004506660095985727,-0.018595869780051323,-0.025975683673710108
"37",2011,-0.00558906776513818,-0.025870430689280167,-0.03167889323069955
"37",2012,-0.014444743278211724,-0.040127264820230206,-0.043196204591895104
"37",2013,-0.022876880689035754,-0.05738040019487976,-0.057469742957459095
"39",2010,-0.01912746708674229,-0.06595729561743018,-0.0656337943265608
"39",2011,-0.015636057510876957,-0.07230786237445086,-0.07199452472379411
"39",2012,-0.012588003085992033,-0.0759818225074707,-0.07529792181226028
"39",2013,-0.008326795816064152,-0.07663203084819886,-0.07534521482777998
"39",2014,-0.008013631400244844,-0.07600171450830209,-0.07507420294789123
"39",2015,-0.006637815075369327,-0.07586470516867169,-0.07392969091172306
"39",2016,-0.008754079947436768,-0.07112937947463095,-0.06905451567052293
"39",2017,-0.010431129618854285,-0.06815588359124,-0.0660718779361058
"40",2013,-0.002052127956656734,-0.01753728287691542,-0.021362820791981388
"40",2014,-0.002094503408051821,-0.014406595369856723,-0.018021148692595867
"42",2010,-0.0035351935107292244,-0.012251488006279395,-0.01336091325482166
"42",2011,-0.0032416436460805855,-0.01160269178379452,-0.013624764288238759
"42",2012,-0.0031792721977552795,-0.012721912680916148,-0.016646727884226775
"42",2013,-0.001787681497998142,-0.013868394553115846,-0.018064189426890875
"42",2014,-0.001327204242596772,-0.01427716626313573,-0.017731265534012105
"42",2015,-0.001956775084913033,-0.01750268451052741,-0.021228792406181522
"43",2013,-0.0035426158070173907,-0.018974504970521302,-0.023339439160997302
"43",2014,-0.0020953500188360596,-0.014810614920661266,-0.019191040337521968
"43",2015,-0.0027287986211260848,-0.01544744218280188,-0.019668434362268006
"45",2010,-0.0008788811955812005,-0.009433263889498755,-0.013608570453183672
"46",2010,-0.0030683296097077095,-0.01667846778210601,-0.016245682092353126
"46",2011,-0.002527601077739632,-0.016079396815625202,-0.018452811510096367
"46",2012,-0.0017033781372226932,-0.019004016594940467,-0.018895821508000357
"46",2013,-0.001999239371725692,-0.020851803368358113,-0.02373258519321588
"46",2014,-0.002606423901844553,-0.0258953236962104,-0.02626362663655572
"46",2015,-0.0025438897814871377,-0.021262816318190943,-0.024531040419347127
"46",2016,-0.0037886785198695313,-0.023184977428814865,-0.02450852801192312
"46",2017,-0.005148961456216169,-0.02171198427115416,-0.021715110211349253
"48",2010,-0.002090131674087496,-0.010278382937638952,-0.014533123320069397
"48",2011,-0.0020963283732340103,-0.009681322488544246,-0.013144105960089776
"48",2012,-0.0017911807531377556,-0.009867254699680455,-0.012828812782332796
"48",2013,-0.0015371790778085303,-0.01095752883632745,-0.013106573549217581
"48",2014,-0.001641222572085916,-0.010458963902530191,-0.013232554117221438
"48",2015,-0.0016030384662529722,-0.010534440432694706,-0.013353275977337565
"49",2010,-0.0011122058562124673,-0.019652811427056344,-0.022243781263827735
"49",2011,-0.0009937355744952879,-0.01684991187386272,-0.019753639714367742
"49",2012,-0.000654862158569483,-0.013780550583992371,-0.017980982913305896
"49",2013,-0.0005842730065506923,-0.01182522069711099,-0.016156513309637036
"49",2014,-0.0008271720143057054,-0.009484948279113685,-0.014208508616673164
"49",2015,-0.0006051773596024481,-0.00804031068943581,-0.01389312317280786
"49",2016,-0.0005156030510520383,-0.00793336659273592,-0.013341915687373914
"49",2017,-0.0004533410772285027,-0.008563872415052846,-0.012828678693194435
"50",2010,-0.0029359503128201523,-0.02905083050250753,-0.03090425512609244
"50",2011,-0.003838801776107594,-0.026989142907720892,-0.028981097004605993
"50",2012,-0.0036189742930998114,-0.026831048513581847,-0.029363145282510484
"55",2010,-0.0003151331032531933,-0.01103633638979066,-0.014754207179361652
"55",2011,-0.00041778667588884236,-0.01059569082415353,-0.014243693984397385
"55",2012,-0.000596861988012329,-0.009885194012835476,-0.014514430210267472
"55",2013,-0.0004203386415180165,-0.009043243469589705,-0.013709125635310598
"55",2014,-0.000675261681087606,-0.008703769227768662,-0.01322168198968161
"55",2015,-0.00022831611918263962,-0.008282362413454,-0.013624948636799226
"55",2016,-0.0005131665779020603,-0.007930109609100336,-0.013420829603679449
"55",2017,-0.0007472911277705898,-0.009378041433048049,-0.013811713794540601
"56",2013,-0.08901808882125237,-0.10676712157741941,-0.10820114951478557
"56",2014,-0.08621677384555095,-0.10023427569208815,-0.10402242436641349
"56",2015,-0.08519733082489854,-0.09992788113856402,-0.10360279818258994
"56",2016,-0.08914390495484173,-0.10838793488985332,-0.11004991398490828
"59",2010,-0.0010411741514245458,-0.01277712156790821,-0.01619373771760109
"59",2015,-0.006291193246638042,-0.02605735355543662,-0.027858068086894127
"59",2016,-0.010486011198663813,-0.030332511913702075,-0.03229956653911998
"59",2017,-0.012524499974262901,-0.026798047877167164,-0.028975420883164234
"60",2010,-0.0012823344277688364,-0.013339654372133466,-0.016349128142505442
"60",2011,-0.0009113867229927043,-0.01319292018618302,-0.015918190770889237
"60",2012,-0.0008646490421749112,-0.012667386644521387,-0.01578550595279449
"60",2013,-0.0007283739560182415,-0.011253528305651885,-0.01458545495508183
"60",2014,-0.0007586779264765128,-0.009839241920420027,-0.013626224317912789
"60",2015,-0.0005438840254558244,-0.009325950476397176,-0.013840297924670873
"60",2016,-0.0004943240924602368,-0.00939233441567747,-0.013475662446041658
"60",2017,-0.000413784800234431,-0.009455437108918047,-0.013480539525750516
"61",2011,-0.001692232525450638,-0.008264818507207079,-0.010446450151882376
"61",2015,-0.00416380551344958,-0.00958853625939342,-0.01139970412854071
"61",2016,-0.004973678538617435,-0.01077624707958089,-0.01292285458613384
"61",2017,-0.007052773512212696,-0.009168437792266908,-0.013327247968463277
"62",2010,-0.008656258647289052,-0.011481292427088749,-0.01284287372322405
"62",2011,-0.007162959445446126,-0.009529286451100683,-0.01259427861272821
"62",2012,-0.01996688610229058,-0.01996688610229058,-0.01996688610229058
"62",2013,-0.023513400973732904,-0.023513400973732904,-0.023513400973732904
"62",2014,-0.02581121742850509,-0.027960042555708404,-0.02581121742850509
"62",2015,-0.00571962994012027,-0.012417103581721949,-0.01177698033876427
"62",2016,-0.005553800612489835,-0.007197705284973269,-0.01091952107023304
"63",2010,-0.0007593789258045788,-0.013043711877118017,-0.015640276793107005
"63",2011,-0.00038979759550132273,-0.012957971261456851,-0.015356572096238004
"63",2012,-0.0011418950585883303,-0.011577238767708267,-0.015001792292071953
"63",2013,-0.0017646939317884957,-0.009766917621750406,-0.014326910299723413
"63",2014,-0.0016415561051609806,-0.008904735235473379,-0.01376073945271403
"63",2015,-0.002796547762703567,-0.009509948719426018,-0.014754524871592614
"63",2016,-0.002036245788924066,-0.01009846242644017,-0.014660924314046291
"63",2017,-0.0032681377686463297,-0.013079658317821062,-0.016291838682848926
"65",2010,-0.006016427072030463,-0.022365790489801723,-0.020776597382598523
"65",2011,-0.0033129998771963165,-0.0166715266969407,-0.018957596033791074
"65",2012,-0.003760853578216111,-0.015746474009923662,-0.02099807218073439
"65",2013,-0.0029607799245989965,-0.014374461005025378,-0.022334085177118358
"65",2014,-0.0010135044388664039,-0.011705853988636534,-0.020105403791432833
"66",2010,-0.0029873402452631386,-0.017755553642220798,-0.020754416983808536
"66",2011,-0.0024531950303482257,-0.018945034788702554,-0.02126922172673152
"66",2012,-0.0021514269355118317,-0.021383295102812463,-0.023630509788885177
"66",2013,-0.000400104054035347,-0.013882593800371375,-0.016594142017632388
"66",2014,-0.0005679791283241483,-0.008371308805299696,-0.01280703063716576
"69",2010,-0.006478334161797272,-0.01356625785825041,-0.013461094644743883
"69",2011,-0.008106894670903857,-0.018073731823376852,-0.01725636427434322
"69",2015,-0.015175755370571656,-0.022574621122330996,-0.022666773521625858
"69",2016,-0.019917074205675928,-0.028176611557363916,-0.026097729505909925
"69",2017,-0.024808061703939167,-0.03257014639039794,-0.030124605319492622
"70",2011,-0.0007982698853858959,-0.01046240613199875,-0.01423156988899048
"70",2012,-0.00041002844846405365,-0.009858536352636404,-0.01433624746745674
"70",2013,-0.00039480832414750383,-0.009330188103208294,-0.013803022647435435
"78",2010,-0.000985016112763164,-0.01241912913064678,-0.015931896025990464
"78",2011,-0.0009386821902749081,-0.012019545033932584,-0.016960532949525615
"78",2015,-0.0019009785606689136,-0.013809068339513864,-0.017397910247635748
"78",2016,-0.0006199269536830891,-0.012256398936900517,-0.016326222009778915
"78",2017,-0.0009578234405544806,-0.010727542000553947,-0.014692807452326201
"88",2010,-0.0011695017630943632,-0.014224781945569434,-0.015956811585178376
"88",2011,-0.0009334491608513518,-0.015716230759733107,-0.01804584902037606
"88",2016,-0.00292275519435941,-0.014747444151866223,-0.01938259680413195
"88",2017,-0.002722706113008226,-0.014437282653701498,-0.02044817226326959
"89",2010,-0.002253850448145655,-0.009638794423615494,-0.014390999654231995
"89",2011,-0.00259769803590202,-0.012125819019615649,-0.016550190645076117
"89",2012,-0.0009581553956975609,-0.010877917038928644,-0.016648529146162775
"89",2013,-0.0010287351943590321,-0.01435644570089327,-0.025350571255057137
"89",2014,-0.0018130285854793932,-0.014294763988320702,-0.018307401189459366
"89",2015,-0.002082026115182662,-0.015544384868724614,-0.018359770876400394
"89",2016,-0.0027875649516286988,-0.015787572869012525,-0.01927308101534743
"89",2017,-0.0034263702939987795,-0.015900530914474884,-0.01965356499497036
"90",2010,-0.007028129601277543,-0.015973785690469356,-0.017057826631678125
"90",2011,-0.006015759099123785,-0.011632147172533063,-0.015988891238767313
"90",2012,-0.0028689457713291294,-0.011726092913715938,-0.015281678045727077
"90",2013,-0.002186039986586636,-0.010057223865996577,-0.018179586332212387
"90",2014,-0.0014063195481592,-0.009925620142497244,-0.016713404077546717
"90",2015,-0.0015780041339497836,-0.013381440379447159,-0.01865924963826232
"90",2016,-0.0016946482316635033,-0.013684202891501438,-0.02059983588062508
"90",2017,-0.0017848995448919922,-0.014316270962603121,-0.02012693142159435
"96",2010,-0.0025076578370038932,-0.010500713916174199,-0.011529182630986439
"96",2011,-0.0014329602698589616,-0.008996794424652059,-0.010769029354325823
"96",2012,-0.0005369464591087802,-0.008718351083555075,-0.010762814672163563
"96",2013,-0.00180303453925389,-0.009679638796664673,-0.012623466768770915
"96",2014,-0.0018358545887932588,-0.01096276916485175,-0.014828411040157778
"96",2015,-0.0015293802021362885,-0.01139336329191406,-0.014258410250593876
"96",2016,-0.0009067005904036067,-0.009324791805354284,-0.013700066632454579
"96",2017,-0.0012692139983290591,-0.007899889921991218,-0.012911699456207966
"99",2010,-0.002838052002576959,-0.012541535389973869,-0.016434717295554416
"99",2011,-0.0046190828810646995,-0.01385139112455951,-0.01849576371856825
"99",2012,-0.00504492806686731,-0.01500676710879825,-0.021033593035949195
"99",2013,-0.003653929162882926,-0.018964293591853705,-0.030043811132579392
"99",2014,-0.002421479633720583,-0.02128697450244765,-0.02531812138439509
"99",2015,-0.0032650770236349273,-0.018968140386898594,-0.02360280426148892
"99",2016,-0.002880305785149519,-0.018330794703963982,-0.023159452476088537
"100",2010,-0.002824961784200136,-0.012815273740962538,-0.016256553399180435
"100",2011,-0.0015336828277392196,-0.015932305106645943,-0.01839223675291324
"100",2012,-0.001069727210457428,-0.01716079105822775,-0.019352374081856326
"100",2013,-0.001993659912900519,-0.020299006929887224,-0.022198996071291676
"100",2014,-0.0024395561019285687,-0.024954914606667086,-0.02676704179530596
"100",2015,-0.003083659044134817,-0.030603187607101994,-0.031000462057211034
"150",2011,-0.0019301306079067115,-0.013453167501739909,-0.01488094412911521
"150",2012,-0.0016958589422855844,-0.015515792882089308,-0.0165893824956363
"150",2013,-0.002096330143997664,-0.01975711264621866,-0.02285832389445357
"151",2013,-0.0014941424565202734,-0.012191590369226133,-0.01509870421124199
"151",2014,-0.0035490656872287332,-0.013490796918718075,-0.016484545226427373
"151",2015,-0.0038289878251922174,-0.011708016568544782,-0.015140178290247178
"151",2016,-0.0037482184926420584,-0.009802455328152632,-0.014451279005805059
"151",2017,-0.0038454300042145353,-0.009896056992926592,-0.014186636367826602
"153",2010,-0.00022890062311269716,-0.010874479089478875,-0.014524060131604575
"153",2011,-0.0008931402712639379,-0.010760996069957183,-0.01554822491148505
"153",2012,-0.0005489051842690341,-0.011565118278238,-0.014456243342526005
"153",2013,-0.0008959469287197301,-0.011875026812236587,-0.01439708068918268
"153",2014,-0.0004989539450160846,-0.01130539209881773,-0.014249750830978758
"155",2012,-0.008536615039888219,-0.03619538998258409,-0.03682355089311192
"157",2010,-0.0013668811815980278,-0.02887005855603837,-0.029319685903156274
"157",2011,-0.0024848749204998436,-0.03428103414028918,-0.03460384451693578
"157",2012,-0.0030055214714015946,-0.04099507411948318,-0.04118710646313927
"157",2013,-0.005061626477175047,-0.04725796116009799,-0.04656809553577988
"157",2014,-0.0044737068848110274,-0.04876736535312502,-0.04829242516760715
"157",2015,-0.0026241777810172766,-0.0462795309273729,-0.045629175350756994
"157",2016,-0.0014022359052736268,-0.04034127327188053,-0.03953951759474278
"157",2017,-0.0013257845876740917,-0.0344770800385778,-0.03386968182585247
"158",2010,-0.001289724459650785,-0.008458362283647965,-0.013266938819710633
"158",2011,-0.0010392984355213292,-0.00906137533772676,-0.01247138298415517
"158",2012,-0.0010877269829054719,-0.010147230334297534,-0.012680577418994279
"158",2013,-0.0017505868245023342,-0.010793759558582531,-0.013998111920708605
"158",2014,-0.0009383945439448801,-0.01248719512429444,-0.016645392348154684
"158",2015,-0.001998763444921053,-0.01831914595640518,-0.01991394317224873
"158",2016,-0.002042638073602094,-0.018213538879235727,-0.020766487984890964
"158",2017,-0.0016430770841189078,-0.017721993505297524,-0.01997571045536932
"159",2010,-0.002357467594897406,-0.014740947156254715,-0.01858471143350364
"159",2011,-0.002402678490198787,-0.016473854593739796,-0.021176249093624252
"159",2015,-0.0008436607949389525,-0.009891060383399354,-0.012893003704784804
"301",2015,-0.003482757615863368,-0.01620669879282209,-0.021798067249852768
"301",2016,-0.0025730980865795085,-0.017996343698631623,-0.021736541259415328
"333",2017,-0.005899646671524076,-0.0585419399746617,-0.05667976052849256
"338",2011,-0.021410325921617304,-0.08090816971034753,-0.08025309571975468
"338",2012,-0.013340964413567514,-0.07647996176901636,-0.07577107347856422
"338",2013,-0.007181969731392181,-0.072375967514218,-0.07097664295028626
"338",2014,-0.010269603982079314,-0.07218024356954261,-0.0712721490567563
"338",2015,-0.008905045935842428,-0.07209677369097006,-0.07067689313326408
"338",2016,-0.009601582195877204,-0.07244632405192616,-0.07042026029627921
"338",2017,-0.010832731846939675,-0.07770257382511495,-0.07541468167205916
"400",2012,-0.0015219130237024005,-0.012488006505408707,-0.01570442702676504
"400",2013,-0.0014800659672485198,-0.012931630474050158,-0.01592055034303259
"400",2014,-0.0021109823597802255,-0.012358256903804092,-0.015976443813884314
"400",2015,-0.002824440489183924,-0.014380602685149136,-0.01789961998127197
"400",2016,-0.0021163613355061495,-0.013925366453799742,-0.01703940070094393
"400",2017,-0.0022684522759945014,-0.012600000247926409,-0.015723614797936852
"401",2010,-0.0012876435763039195,-0.015450907732698534,-0.017698275894272385
"401",2011,-0.001273496622202302,-0.016699392400149504,-0.018626907115596822
"401",2012,-0.0011991816712910689,-0.016749407344188713,-0.019063247302045654
"401",2013,-0.00044593949793235866,-0.013953819812318224,-0.016569615369125105
"401",2014,-0.0008839927753352514,-0.01030752189078991,-0.014098168925427786
"401",2015,-0.0004473745304535081,-0.007678231062720336,-0.012928212559445184
"402",2010,-0.002529146571280204,-0.009418289838941711,-0.012180876221599274
"402",2011,-0.002459329005222362,-0.0099747800321318,-0.014203838508277833
"402",2012,-0.0015665382492608209,-0.014850501069146477,-0.01856061568670131
"402",2013,-0.0021168186281080963,-0.020198874594688547,-0.023041805079782086
"402",2014,-0.004140421151720609,-0.023976352900675922,-0.026544616987860776
"402",2015,-0.0037002307157636225,-0.02893623251455252,-0.031049086811775952
"402",2016,-0.003663504785447419,-0.029664256066876712,-0.03139615331138217
"402",2017,-0.005110836179527358,-0.03002127281210594,-0.03085176904417572
"404",2010,-0.0014765766824876236,-0.01727577728347118,-0.019691370488878607
"404",2011,-0.0014731213454712046,-0.018093565948430052,-0.019817096003303013
"404",2012,-0.0009215056043094833,-0.019434515412377375,-0.021584861817472996
"404",2013,-0.0014247821498852167,-0.020833234069528816,-0.022390988229384633
"404",2014,-0.0013796086144043504,-0.022838951166171455,-0.024560720679511216
"404",2015,-0.0016576250798548849,-0.027263120964738156,-0.02814292801084806
"404",2016,-0.0022050072063163713,-0.029135251518720665,-0.029151115153691325
"404",2017,-0.0017642042593608237,-0.028902992171116203,-0.02890815302274329
"407",2010,-0.002657147824697153,-0.016007289296170565,-0.019628872646694086
"407",2011,-0.001215140209834795,-0.015304825540105392,-0.020112476409833383
"407",2012,-0.0017806477164528452,-0.011028637347218788,-0.014660553106314523
"407",2013,-0.0012204081444209737,-0.009475365241327293,-0.013096226499321514
"410",2010,-0.0007738303292265188,-0.013268698213527578,-0.016232088210421963
"410",2011,-0.00040633841945808167,-0.011307324801531862,-0.015088949561030449
"410",2012,-0.0006704338155990948,-0.011020486472966202,-0.015249357911056275
"410",2013,-0.0004666037607890471,-0.0099535449198602,-0.014232642027566288
"410",2014,-0.0007728632744113879,-0.009693711458920302,-0.014636409268797244
"410",2015,-0.0014000522642728937,-0.01086407853426519,-0.016736374675158146
"410",2016,-0.0012366578350690854,-0.0130417864510514,-0.018108785851263586
"410",2017,-0.0015995833790108565,-0.016475827743351115,-0.020763145020942515
"411",2010,-0.0015977811273442176,-0.010027731655349923,-0.011158909102791105
"411",2011,-0.0029312512858311705,-0.018806110313177277,-0.019646854984644444
"411",2012,-0.003592594104817928,-0.02340945240147686,-0.023847302879413612
"411",2013,-0.005191225137877741,-0.0273746226857754,-0.0281036102041588
"413",2010,-0.0012627652985905125,-0.01876467301880163,-0.021479372396302387
"413",2011,-0.0011640770020083483,-0.018076576881161217,-0.021065458930276084
"413",2012,-0.0006292630550056251,-0.014921710623038011,-0.01904970580837199
"413",2013,-0.0005689031109130144,-0.013368610567220607,-0.01778091010081178
"415",2014,-0.018747026048017038,-0.01849344044650329,-0.018747026048017038
