id,year,returnSe,season,earning1,Nindnme
2141,2010,0.1721612,3,0.0926918,C3
2141,2010,-0.0507813,4,0.1232346,C3
2141,2011,0.1325103,1,0.0122188,C3
2141,2011,-0.4636628,2,0.0539945,C3
2141,2011,-0.1151761,3,0.0907262,C3
2141,2011,-0.0428791,4,0.0320157,C3
2141,2012,-0.048,1,-0.0570583,C3
2141,2012,-0.0722689,2,0.0058334,C3
2141,2012,-0.1449276,3,0.0292835,C3
2141,2012,0.0169492,4,0.0581512,C3
2141,2013,0.0854166,1,0.0035198,C3
2141,2013,0.1516315,2,0.022658,C3
2141,2013,0.2316666,3,0.0711272,C3
2141,2013,-0.0324763,4,0.0698339,C3
2141,2014,0.2503496,1,-0.0214923,C3
2141,2014,-0.0626398,2,0.0054562,C3
2141,2014,0.7828162,3,0.0268982,C3
2141,2014,-0.0702811,4,0.0129523,C3
2141,2015,0.3340533,1,-0.0117574,C3
2141,2015,0.2590393,2,-0.0038016,C3
2141,2015,-0.3146164,3,-0.0023085,C3
2141,2015,0.9762352,4,0.0225826,C3
2141,2016,-0.0867089,1,0.0013654,C3
2141,2016,0.046431,2,0.0067786,C3
2141,2016,-0.0668874,3,0.0044486,C3
2141,2016,-0.6437189,4,0.0050791,C3
2141,2017,-0.2460159,1,0.0015162,C3
2141,2017,0.0449141,4,0.0056638,C3
2143,2007,,3,,C1
2143,2007,-0.0091036,4,0.151225,C1
2143,2008,-0.2922261,1,0.0063003,C1
2143,2008,-0.6365452,2,0.0244735,C1
2143,2008,-0.2115385,3,0.0705156,C1
2143,2008,-0.0818815,4,0.0960164,C1
2143,2009,0.7229601,1,0.0568961,C1
2143,2009,0.1784141,2,0.0458727,C1
2143,2009,0.0794393,3,0.0523428,C1
2143,2009,0.1852813,4,0.0327256,C1
2143,2010,0.0606283,1,-0.0797329,C1
2143,2010,-0.4063361,2,-0.116482,C1
2143,2010,0.2587008,3,-0.3330397,C1
2143,2010,-0.0534562,4,-0.184873,C1
2143,2011,0.0292112,1,-0.1561605,C1
2143,2011,-0.1097445,2,-0.3017679,C1
2143,2011,-0.1009564,3,0.2134879,C1
2143,2011,-0.0992908,4,0.6470528,C1
2143,2012,0.0761155,1,-0.0772921,C1
2143,2012,-0.2475609,2,0.1307283,C1
2143,2012,-0.0567261,3,0.119341,C1
2143,2012,-0.1116839,4,0.1433739,C1
2143,2013,0.0154739,1,-0.1536158,C1
2143,2013,-0.1314286,2,-0.205112,C1
2143,2013,0.3333333,3,-0.4429215,C1
2143,2014,2.044408,2,0.0214712,C1
2143,2014,0.0507834,3,-0.0528069,C1
2143,2014,-0.2395887,4,1.172436,C1
2143,2015,0.6409737,1,0.042237,L
2143,2015,0.3189121,2,0.0819674,L
2143,2015,-0.3330209,3,0.0933734,L
2143,2015,0.8992974,4,0.2444432,L
2143,2016,-0.2991368,1,0.0215273,L
2143,2016,-0.1755806,2,0.0820358,L
2143,2016,0.0904822,3,0.1558979,L
2143,2016,0.2606654,4,0.2607857,L
2143,2017,0.1276001,1,0.0305618,L
2143,2017,-0.6365638,4,0.1894154,L
2144,2007,,3,,C1
2144,2007,0.3582475,4,0.1004168,C1
2144,2008,-0.4629981,1,0.0159539,C1
2144,2008,-0.1745583,2,0.0488059,C1
2144,2008,-0.5145548,3,0.0500703,C1
2144,2008,0.0088183,4,0.1187208,C1
2144,2009,0.4038461,1,0.0264968,C1
2144,2009,0.3325031,2,0.0472124,C1
2144,2009,-0.1242991,3,0.0595295,C1
2144,2009,0.4130203,4,0.1129796,C1
2144,2010,0.1457704,1,0.0409156,C1
2144,2010,-0.0342782,2,0.104093,C1
2144,2010,0.3870307,3,0.174604,C1
2144,2010,-0.1491141,4,0.1309501,C1
2144,2011,-0.0653558,1,0.0534742,C1
2144,2011,-0.1398515,2,0.1293103,C1
2144,2011,-0.0503597,3,0.2276065,C1
2144,2011,0.0189394,4,0.3528396,C1
2144,2012,-0.0884758,1,0.0919797,C1
2144,2012,0.1296901,2,0.2798123,C1
2144,2012,-0.165343,3,0.3704754,C1
2144,2012,0.1072664,4,0.6578683,C1
2144,2013,0.1695313,1,0.1027815,C1
2144,2013,0.0574482,2,0.1806272,C1
2144,2013,0.111813,3,0.2347365,C1
2144,2013,0.1318182,4,0.2610504,C1
2144,2014,-0.1511044,1,0.0510743,C1
2144,2014,0.0159669,2,0.24991,C1
2144,2014,0.1699651,3,0.3128318,C1
2144,2014,-0.1393035,4,0.330502,C1
2144,2015,0.3930637,1,0.3639093,C1
2144,2015,0.5726141,2,0.2782971,C1
2144,2015,-0.4675462,3,0.1987092,C1
2144,2015,0.4112983,4,0.3497583,C1
2144,2016,-0.2331461,1,0.0273584,C1
2144,2016,-0.0998169,2,0.141528,C1
2144,2016,0.0803662,3,0.2195255,C1
2144,2016,0.0649718,4,0.2675357,C1
2144,2017,-0.0773652,1,0.0509492,C1
2144,2017,-0.1854337,2,0.1360834,C1
2144,2017,-0.04,3,0.2383023,C1
2144,2017,-0.1415441,4,0.3286875,C1
2145,2007,,3,,C2
2145,2007,-0.1214876,4,0.038068,C2
2145,2008,-0.4059266,1,-0.053619,C2
2145,2008,-0.2961203,2,-0.3220561,C2
2145,2008,-0.4679415,3,-0.9740317,C2
2145,2008,0.0169133,4,-2.975794,C2
2145,2009,0.4760915,1,-0.4381993,C2
2145,2009,0.2394367,2,-0.5516011,C2
2145,2009,-0.1738636,3,-0.5679073,C2
2145,2009,0.4332875,4,-1.078471,C2
2145,2010,-0.0978887,1,-0.0781631,C2
2145,2010,-0.2117021,2,-0.2594886,C2
2145,2010,0.2847504,3,-0.4842598,C2
2145,2010,-0.1890757,4,0.0606255,C2
2145,2011,0.1774612,1,-0.1190659,C2
2145,2011,0.0418042,2,-0.0868885,C2
2145,2011,0.2006335,3,-0.3775002,C2
2145,2011,-0.2840809,4,-0.9152453,C2
2145,2012,0.3611793,4,0.0317166,C2
2145,2013,0.083935,1,-0.032026,C2
2145,2013,-0.3155704,2,0.0086473,C2
2145,2013,0.109489,3,0.0638506,C2
2145,2013,-0.1831141,4,0.0465436,C2
2145,2014,-0.0375839,1,-0.0433558,C2
2145,2014,0.1520223,2,0.0498057,C2
2145,2014,0.3365617,3,0.1225836,C2
2145,2014,0.0552536,4,0.0763182,C2
2145,2015,0.4858369,1,-0.0506114,C2
2145,2015,0.1045639,2,0.0263628,C2
2145,2015,-0.4628661,3,-0.0156289,C2
2145,2015,0.489776,4,-0.2297124,C2
2145,2016,0.3424837,1,-0.056905,C2
2145,2016,-0.6957157,2,0.0096143,C2
2145,2016,0.0192,3,0.0466192,C2
2145,2016,-0.0376766,4,0.0828396,C2
2145,2017,0.0293638,1,0.1211497,C2
2145,2017,-0.0364501,2,0.2337389,C2
2145,2017,-0.0065789,3,0.3158861,C2
2145,2017,-0.0082782,4,0.4041239,C2
2146,2007,,3,,K
2146,2007,0.0351428,4,0.2031508,K
2146,2008,-0.095225,1,0.074028,K
2146,2008,-0.7672361,2,0.1682076,K
2146,2008,-0.2673657,3,0.4569415,K
2146,2008,-0.0286226,4,0.8288609,K
2146,2009,0.7440149,1,0.2091627,K
2146,2009,0.7349524,2,0.3284691,K
2146,2009,-0.0115642,3,0.2909653,K
2146,2009,0.2752463,4,0.4188354,K
2146,2010,0.0352487,1,0.0721503,K
2146,2010,-0.5685635,2,0.2086065,K
2146,2010,0.1124324,3,0.4583339,K
2146,2010,0.3206997,4,0.6931329,K
2146,2011,0.0073583,1,0.0864229,K
2146,2011,-0.284149,2,0.3124091,K
2146,2011,-0.2459184,3,0.5217819,K
2146,2011,0.1907984,4,1.109778,K
2146,2012,0.175,1,0.1353292,K
2146,2012,0.0541586,2,0.4302186,K
2146,2012,-0.1844036,3,0.6389328,K
2146,2012,0.5736782,4,1.30153,K
2146,2013,-0.0250178,1,0.1168463,K
2146,2013,0.0344574,2,0.4637628,K
2146,2013,-0.097803,3,0.7383064,K
2146,2013,-0.214454,4,1.302262,K
2146,2014,0.235,1,0.2105733,K
2146,2014,-0.2331984,2,0.6105777,K
2146,2014,0.1235481,3,1.222449,K
2146,2014,0.4915413,4,1.712437,K
2146,2015,0.3390044,1,0.1039947,K
2146,2015,-0.4117647,2,0.2636109,K
2146,2015,-0.4008,3,0.3733999,K
2146,2015,0.2723632,4,0.8980274,K
2146,2016,-0.2381951,1,0.0849844,K
2146,2016,-0.0743802,2,0.4249806,K
2146,2016,0.1636905,3,0.7902489,K
2146,2016,0.0038363,4,1.285828,K
2146,2017,0.1108281,1,0.1532737,K
2146,2017,0.1318807,2,0.4877152,K
2146,2017,-0.0314083,3,0.7010561,K
2146,2017,-0.0031381,4,1.462489,K
2147,2007,,3,,C3
2147,2007,-0.0354672,4,0.1513248,C3
2147,2008,-0.0762331,1,0.0547668,C3
2147,2008,-0.5776699,2,0.1303242,C3
2147,2008,-0.3643678,3,0.2270835,C3
2147,2008,-0.005425,4,0.4372163,C3
2147,2009,0.4863637,1,0.0440555,C3
2147,2009,-0.2825688,2,0.0639519,C3
2147,2009,-0.1892583,3,0.1086105,C3
2147,2009,0.2492113,4,0.1731747,C3
2147,2010,0.0673401,1,0.0522463,C3
2147,2010,-0.148265,2,0.1388585,C3
2147,2010,0.2462963,3,0.230545,C3
2147,2010,0.1612184,4,0.2710187,C3
2147,2011,0.0531029,1,0.0756484,C3
2147,2011,-0.0735115,2,0.1595712,C3
2147,2011,-0.2157377,3,0.2157988,C3
2147,2011,-0.2892977,4,0.308037,C3
2147,2012,-0.0917647,1,0.0273731,C3
2147,2012,-0.0764248,2,0.0707367,C3
2147,2012,-0.1051893,3,0.0691887,C3
2147,2012,-0.1097179,4,0.0142404,C3
2147,2013,-0.0387324,1,-0.0457423,C3
2147,2013,-0.1611722,2,-0.0225626,C3
2147,2013,0.1790393,3,-0.1105591,C3
2147,2013,0.0092592,4,-0.2777717,C3
2147,2014,0.2568808,1,0.0138594,C3
2147,2014,0.0686132,2,0.024342,C3
2147,2014,0.364754,3,0.0118875,C3
2147,2014,-0.1871872,4,0.0065067,C3
2147,2015,0.58867,1,-0.0260821,C3
2147,2016,0.5426357,1,-0.0455466,K
2147,2016,-0.221608,2,-0.075402,K
2147,2016,-0.0819883,3,0.2482593,K
2147,2016,0.2390999,4,0.7600585,K
2147,2017,-0.1486947,1,0.0082883,K
2147,2017,0.036,2,0.014896,K
2147,2017,-0.1602316,3,0.0187623,K
2147,2017,-0.0084292,4,0.657838,K
2148,2007,,3,,I
2148,2007,0.0965594,4,0.1404759,I
2148,2008,-0.2965587,1,0.0280291,I
2148,2008,-0.5490648,2,0.0928015,I
2148,2008,-0.2910019,3,0.1862852,I
2148,2008,0.2187219,4,0.41066,I
2148,2009,0.3153619,1,0.0806611,I
2148,2009,0.1847277,2,0.1353216,I
2148,2009,0.2298578,3,0.1604119,I
2148,2009,0.3294797,4,0.1809709,I
2148,2010,0.1405797,1,0.0369861,I
2148,2010,-0.2114358,2,0.0721779,I
2148,2010,0.2020625,3,0.1368444,I
2148,2010,0.2002681,4,0.1688974,I
2148,2011,-0.1961134,1,0.0104668,I
2148,2011,-0.5209781,2,0.0220749,I
2148,2011,-0.0562645,3,0.0391807,I
2148,2011,0.117394,4,0.0631879,I
2148,2012,-0.0374038,1,0.0363421,I
2148,2012,-0.0971428,2,0.0883371,I
2148,2012,0.0310127,3,0.1619081,I
2148,2012,-0.203806,4,0.2480903,I
2148,2013,0.387047,1,0.0687805,I
2148,2013,0.8143413,2,0.1222958,I
2148,2013,1.052696,3,0.1121121,I
2148,2013,-0.3210447,4,0.0739988,I
2148,2014,0.0211035,1,0.0213822,I
2148,2014,-0.5306782,2,0.0257887,I
2148,2014,0.1270642,3,0.0398337,I
2148,2014,-0.2596662,4,0.0215782,I
2148,2015,0.579989,1,0.0139312,I
2148,2015,-0.2063327,2,-0.0059803,I
2148,2015,-0.4572556,3,-0.006771,I
2148,2015,0.8424878,4,-0.0710992,I
2148,2016,-0.2871547,1,0.0036476,I
2148,2016,0.2269373,2,0.052584,I
2148,2016,0.0210526,3,0.0962038,I
2148,2016,-0.0643103,4,0.1518003,I
2148,2017,0.1379854,1,0.0603183,I
2148,2017,-0.5034578,2,0.1376197,I
2148,2017,0.1142061,3,0.1813598,I
2148,2017,-0.2441667,4,0.1908418,I
2149,2007,,3,,C3
2149,2007,-0.144119,4,0.1135515,C3
2149,2008,0.025258,2,0.0876657,C3
2149,2008,-0.6386755,3,0.1113829,C3
2149,2008,-0.1019062,4,0.3678428,C3
2149,2009,0.7142857,1,0.0346019,C3
2149,2009,0.63,2,0.1095136,C3
2149,2009,-0.4148408,3,0.071794,C3
2149,2009,0.1977034,4,0.1279759,C3
2149,2010,-0.0733639,1,0.0132747,C3
2149,2010,-0.2280702,2,0.065987,C3
2149,2010,0.4318182,3,0.1270054,C3
2149,2010,0.012617,4,0.1563127,C3
2149,2011,0.0590837,1,-0.0191168,C3
2149,2011,-0.286148,2,0.0030295,C3
2149,2011,0.0095694,3,0.0465124,C3
2149,2011,-0.3933649,4,0.018601,C3
2149,2012,0.3394097,1,-0.0485668,C3
2149,2012,-0.2242385,2,0.0052085,C3
2149,2012,-0.0484545,3,0.1571088,C3
2149,2012,-0.0351186,4,0.2738528,C3
2149,2013,0.0145587,1,-0.017191,C3
2149,2013,-0.1704036,2,0.0406544,C3
2149,2013,0.1221622,3,0.0124222,C3
2149,2013,0.2764933,4,0.2862976,C3
2149,2014,-0.0830189,1,-0.0063521,C3
2149,2014,0.7053498,3,0.0792601,C3
2149,2014,-0.2504826,4,0.1081149,C3
2149,2015,0.3831294,1,-0.1272084,C3
2149,2015,0.3249534,2,-0.1261936,C3
2149,2015,-0.4153197,3,-0.1233619,C3
2149,2015,0.6832933,4,-0.6025556,C3
2149,2016,-0.2177794,1,-0.0145372,C3
2149,2016,0.4550433,2,0.0434184,C3
2149,2016,0.0787328,3,0.0412252,C3
2149,2016,-0.1843559,4,0.0559091,C3
2149,2017,0.0338681,1,-0.0064025,C3
2149,2017,-0.6062069,2,0.0584639,C3
2149,2017,0.2162872,3,0.1327639,C3
2149,2017,-0.3081354,4,0.1547633,C3
2150,2007,,3,,C3
2150,2007,0.0355531,4,0.2162412,C3
2150,2008,-0.2400545,1,0.0508904,C3
2150,2008,-0.6181427,2,0.1514852,C3
2150,2008,-0.1276995,3,0.3734071,C3
2150,2008,-0.01507,4,0.4649728,C3
2150,2009,0.3814209,1,0.0476539,C3
2150,2009,0.0601265,2,0.0996746,C3
2150,2009,-0.0470149,3,0.2106009,C3
2150,2009,0.2960062,4,0.3396712,C3
2150,2010,0.0211481,1,0.0626248,C3
2150,2010,-0.391716,2,0.1551332,C3
2150,2010,0.3005837,3,0.2573996,C3
2150,2010,0.1608078,4,0.2596082,C3
2150,2011,-0.0045104,1,0.0502941,C3
2150,2011,-0.3067961,2,0.1020242,C3
2150,2011,-0.2698413,3,0.1386473,C3
2150,2011,-0.2237852,4,0.2296465,C3
2150,2012,0.1037891,1,0.0664362,C3
2150,2012,-0.1044776,2,0.1273993,C3
2150,2012,-0.0466667,3,0.2355494,C3
2150,2012,-0.0454545,4,0.3130972,C3
2150,2013,0.0054945,1,0.0803626,C3
2150,2013,-0.1803278,2,0.1830928,C3
2150,2013,0.2266667,3,0.3297179,C3
2150,2013,0.1431159,4,0.3665842,C3
2150,2014,0.0316958,1,0.0743458,C3
2150,2014,0.0337941,2,0.1850321,C3
2150,2014,0.5913818,3,0.2726026,C3
2150,2014,-0.2427638,4,0.2266778,C3
2150,2015,0.6929716,1,0.066014,C3
2150,2015,0.0313183,2,0.0945698,C3
2150,2015,-0.3884181,3,0.1534122,C3
2150,2015,0.4642033,4,0.3250456,C3
2150,2016,0.0417981,1,0.0470888,C3
2150,2016,0.0809992,2,0.1220774,C3
2150,2016,0.0861345,3,0.193196,C3
2150,2016,0.0670535,4,0.2752195,C3
2150,2017,-0.0996979,1,0.0479405,C3
2150,2017,-0.2114094,2,0.117462,C3
2150,2017,-0.0417021,3,0.2222143,C3
2150,2017,-0.2033748,4,0.264654,C3
2151,2007,,3,,C3
2151,2007,0.0650019,4,0.1290779,C3
2151,2008,-0.2155172,1,0.0262698,C3
2151,2008,-0.5505494,2,0.0906562,C3
2151,2008,-0.3105135,3,0.1745523,C3
2151,2008,0.2460992,4,0.3575282,C3
2151,2009,0.4245874,1,0.0602327,C3
2151,2009,0.1917698,2,0.0992979,C3
2151,2009,-0.0469326,3,0.1059408,C3
2151,2009,0.1864228,4,0.1965908,C3
2151,2010,0.2030834,1,0.0221504,C3
2151,2010,-0.0559389,2,0.0468426,C3
2151,2010,0.166014,3,0.0645424,C3
2151,2010,-0.0214909,4,0.1008285,C3
2151,2011,-0.0475863,1,0.0213751,C3
2151,2011,-0.3211626,2,0.0542454,C3
2151,2011,-0.1029724,3,0.0766046,C3
2151,2011,0.0157791,4,0.1001991,C3
2151,2012,-0.0493204,1,-0.0385596,C3
2151,2012,-0.3390523,2,0.024747,C3
2151,2012,0.039555,3,0.1285903,C3
2151,2012,0.3662307,4,0.1834301,C3
2151,2013,0.3011314,1,-0.0186619,C3
2151,2013,0.1153846,2,0.0168628,C3
2151,2013,0.0731635,3,0.0540596,C3
2151,2013,-0.0340878,4,0.0994862,C3
2151,2014,-0.2357535,1,-0.0151933,C3
2151,2014,0.6037093,3,0.0349348,C3
2151,2014,-0.1937692,4,0.0512172,C3
2151,2015,0.4019321,1,-0.0145772,C3
2151,2015,0.0618083,2,-0.0232073,C3
2151,2015,-0.2161258,3,-0.020749,C3
2151,2015,0.3090818,4,0.0405026,C3
2151,2016,-0.2096588,1,-0.0077762,C3
2151,2016,-0.1838022,2,0.0116074,C3
2151,2016,-0.0950684,3,0.0316568,C3
2151,2017,0.0423507,1,0.0007217,C3
2151,2017,-0.119685,2,0.0123616,C3
2151,2017,0.0293381,3,0.0496966,C3
2151,2017,0.1129649,4,0.0779601,C3
2152,2007,,3,,C3
2152,2007,0.3612307,4,0.2056696,C3
2152,2008,-0.216352,1,0.0542082,C3
2152,2008,-0.6564985,2,0.1291588,C3
2152,2008,-0.0393919,3,0.2468161,C3
2152,2008,0.0636691,4,0.4182905,C3
2152,2009,0.0483598,1,0.1120249,C3
2152,2009,-0.1709677,2,0.2096764,C3
2152,2009,0.0856031,3,0.2781983,C3
2152,2009,0.1774193,4,0.4057005,C3
2152,2010,0.0182649,1,0.0921323,C3
2152,2010,-0.0379671,2,0.19265,C3
2152,2010,0.3517713,3,0.2601062,C3
2152,2010,0.250115,4,0.3196261,C3
2152,2011,-0.2307834,1,0.0649312,C3
2152,2011,-0.2629692,2,0.161654,C3
2152,2011,-0.0966591,3,0.2214171,C3
2152,2011,-0.1651706,4,0.4096498,C3
2152,2012,-0.0825806,1,0.1291714,C3
2152,2012,-0.2264416,2,0.2711851,C3
2152,2012,-0.1212121,3,0.3291744,C3
2152,2012,-0.0213793,4,0.6438596,C3
2152,2013,0.2515857,1,0.1565389,C3
2152,2013,-0.3817568,2,0.2550098,C3
2152,2013,0.457195,3,0.4717609,C3
2152,2013,0.199375,4,0.5947452,C3
2152,2014,-0.0766025,1,0.1095891,C3
2152,2014,-0.0383746,2,0.2473931,C3
2152,2014,0.0745304,3,0.2934444,C3
2152,2014,0.2097215,4,0.4978723,C3
2152,2015,0.7683972,1,0.0870512,C3
2152,2015,-0.1743681,2,0.1001907,C3
2152,2015,-0.1929499,3,0.1688713,C3
2152,2015,0.1873563,4,0.3920694,C3
2152,2016,-0.2294289,1,0.0664335,C3
2152,2016,-0.3115577,2,0.1457373,C3
2152,2016,-0.0912409,3,0.2028835,C3
2152,2016,-0.1111111,4,0.368579,C3
2152,2017,-0.0316265,1,0.131673,C3
2152,2017,-0.3538102,2,0.2691438,C3
2152,2017,-0.0577618,3,0.3488391,C3
2152,2017,-0.0498084,4,0.5068834,C3
2153,2007,,3,,I
2153,2007,0.4850428,4,0.1933514,I
2153,2008,-0.4676259,1,0.0214803,I
2153,2008,-0.0783784,2,0.0776819,I
2153,2008,-0.2507331,3,0.125438,I
2153,2008,-0.0516634,4,0.263447,I
2153,2009,0.1555923,1,0.0331203,I
2153,2009,-0.425,2,0.1202503,I
2153,2009,-0.0527951,3,0.1391796,I
2153,2009,0.0813115,4,0.2068531,I
2153,2010,0.1688902,1,0.0363463,I
2153,2010,-0.1320363,2,0.1267779,I
2153,2010,0.1969516,3,0.1865807,I
2153,2010,0.4107366,4,0.2548704,I
2153,2011,-0.1584071,1,0.0289068,I
2153,2011,-0.2660357,2,0.134964,I
2153,2011,-0.1919771,3,0.157102,I
2153,2011,-0.0946809,4,0.3147049,I
2153,2012,0.0806894,1,0.0531115,I
2153,2012,-0.0703154,2,0.1707508,I
2153,2012,-0.1695907,3,0.2172396,I
2153,2012,0.0197183,4,0.4651076,I
2153,2013,-0.0782688,2,0.2178998,I
2153,2013,0.8981019,3,0.3031073,I
2153,2013,0.2494737,4,0.3087144,I
2153,2014,-0.1295282,1,0.0387686,I
2153,2014,0.2412291,2,0.1421566,I
2153,2014,0.3678362,3,0.1489504,I
2153,2014,-0.0651275,4,0.1821737,I
2153,2015,0.8582318,1,0.0287314,I
2153,2015,0.0663659,2,0.0476026,I
2153,2015,-0.3570275,3,0.060828,I
2153,2015,0.8066522,4,0.1443167,I
2153,2016,-0.4001987,1,0.0112258,I
2153,2016,-0.7087336,2,0.0559415,I
2153,2016,-0.0742987,3,0.0976654,I
2153,2016,-0.0020475,4,0.1557706,I
2153,2017,-0.1140747,1,0.023806,I
2153,2017,0.0528022,2,0.0793909,I
2153,2017,0.0347559,3,0.1158286,I
2153,2017,0.1335034,4,0.16937,I
2154,2007,,3,,C1
2154,2007,0.1215865,4,0.2808374,C1
2154,2008,0.0684058,1,0.0242634,C1
2154,2008,-0.5170918,2,0.0790207,C1
2154,2008,-0.1623595,3,0.1651674,C1
2154,2008,-0.2622401,4,0.4298742,C1
2154,2009,0.3118182,1,0.0620297,C1
2154,2009,-0.1268191,2,0.1425474,C1
2154,2009,0.2190476,3,0.326177,C1
2154,2009,0.46875,4,0.4825011,C1
2154,2010,-0.0970744,1,0.0314598,C1
2154,2010,0.1536573,2,0.0951466,C1
2154,2010,0.1702128,3,0.2322449,C1
2154,2010,0.1563636,4,0.3003511,C1
2154,2011,-0.2138365,1,0.0373569,C1
2154,2011,-0.464,2,0.1215952,C1
2154,2011,-0.0141791,3,0.3091417,C1
2154,2011,-0.1037093,4,0.463169,C1
2154,2012,0.0472973,1,0.0744721,C1
2154,2012,0.0991936,2,0.1698942,C1
2154,2012,-0.2318415,3,0.4177857,C1
2154,2012,-0.0468004,4,0.7542823,C1
2154,2013,-0.1953908,1,0.0844524,C1
2154,2013,-0.2465753,2,0.1628479,C1
2154,2013,0.2033058,3,0.4211074,C1
2154,2013,-0.1826924,4,0.3656326,C1
2154,2014,0.0201681,1,0.1552355,C1
2154,2014,-0.0461285,2,0.1889953,C1
2154,2014,0.4801381,3,0.3741474,C1
2154,2014,-0.0583431,4,0.2671582,C1
2154,2015,0.7806692,1,0.1450188,C1
2154,2015,-0.3507307,2,0.0893002,C1
2154,2015,-0.4115756,3,0.1513145,C1
2154,2015,0.3861567,4,0.1554416,C1
2154,2016,-0.3101183,1,0.0106431,C1
2154,2016,-0.08,2,-0.1583604,C1
2154,2016,-0.0289855,3,-0.1780504,C1
2154,2016,0.1556503,4,-0.704361,C1
2154,2017,-0.1383764,1,0.0212819,C1
2154,2017,-0.2055674,2,-0.0589953,C1
2154,2017,0.0269542,3,-0.0736198,C1
2154,2017,-0.0866142,4,0.0632168,C1
2155,2007,,3,,B
2155,2007,-0.286425,4,0.0509594,B
2155,2008,-0.4426295,1,0.0024637,B
2155,2008,-0.5121515,2,0.072358,B
2155,2008,-0.3340659,3,0.18199,B
2155,2008,-0.1309131,4,0.1320714,B
2155,2009,1.274683,1,-0.0198144,B
2155,2009,0.0573178,2,0.032917,B
2155,2009,0.1468422,3,0.0789988,B
2155,2009,0.1684258,4,0.0804181,B
2155,2010,-0.166143,1,0.011219,B
2155,2010,-0.1893547,2,0.055307,B
2155,2010,0.725741,3,0.1738931,B
2155,2010,0.2094275,4,0.1175647,B
2155,2011,0.1110802,1,0.0558737,B
2155,2011,-0.1809071,2,0.1272497,B
2155,2011,-0.1951667,3,0.2723208,B
2155,2011,-0.2371722,4,0.3751052,B
2155,2012,0.227703,1,0.1223224,B
2155,2012,-0.2142857,2,0.2328184,B
2155,2012,0.1296488,3,0.3195209,B
2155,2012,-0.0818473,4,0.3194666,B
2155,2013,-0.1484064,1,0.0449724,B
2155,2013,-0.5298246,2,0.0563886,B
2155,2013,-0.0186567,4,0.2366738,B
2155,2014,-0.0215463,1,0.0098678,B
2155,2014,-0.0310881,2,0.0582629,B
2155,2014,0.1991979,3,0.128504,B
2155,2014,0.1360088,4,0.1343806,B
2155,2015,0.138371,1,-0.0254569,B
2155,2015,0.0715517,2,0.0078776,B
2155,2015,-0.4070797,3,0.0094395,B
2155,2015,0.21981,4,0.0223598,B
2155,2016,-0.0044494,1,-0.0087673,B
2155,2016,0.4715084,2,0.0445261,B
2155,2016,-0.0873196,3,0.0675412,B
2155,2016,-0.047421,4,0.0915705,B
2155,2017,0.009607,1,0.0471062,B
2155,2017,-0.1721454,2,0.1143453,B
2155,2017,0.0606061,3,0.213974,B
2155,2017,-0.044335,4,0.2403708,B
2156,2007,,3,,C3
2156,2007,0.1150672,4,0.146202,C3
2156,2008,-0.3928737,1,0.0167435,C3
2156,2008,-0.2759146,2,0.0777248,C3
2156,2008,-0.3694737,3,0.1640979,C3
2156,2008,-0.0233723,4,0.2783686,C3
2156,2009,0.3264958,1,0.0065844,C3
2156,2009,-0.0438145,2,0.0650171,C3
2156,2009,-0.0215633,3,0.1266366,C3
2156,2009,0.6363636,4,0.239008,C3
2156,2010,0.2230639,1,0.0730649,C3
2156,2010,-0.0942877,2,0.139826,C3
2156,2010,0.0767477,3,0.2563937,C3
2156,2010,0.2582922,4,0.2827722,C3
2156,2011,-0.0970275,1,0.0265006,C3
2156,2011,-0.4807454,2,0.0776299,C3
2156,2011,-0.1172248,3,0.1101686,C3
2156,2011,-0.3563686,4,0.102227,C3
2156,2012,0.0842105,1,0.0104216,C3
2156,2012,-0.1067962,2,0.0508976,C3
2156,2012,-0.0956522,3,0.0869644,C3
2156,2012,-0.0504807,4,0.1399708,C3
2156,2013,0.0278481,1,0.0187324,C3
2156,2013,0.0344827,2,0.0926921,C3
2156,2013,0.3238096,3,0.1618548,C3
2156,2013,0.0341727,4,0.1678825,C3
2156,2014,0.1443478,1,0.0569658,C3
2156,2014,0.2112462,2,0.1155602,C3
2156,2014,0.1706399,3,0.1661955,C3
2156,2014,-0.1404072,4,0.1992732,C3
2156,2015,0.6745635,1,0.0665169,C3
2156,2015,0.3894266,2,0.0963887,C3
2156,2015,-0.3338692,3,0.087171,C3
2156,2015,0.5358005,4,0.1584171,C3
2156,2016,-0.2922996,1,0.0217509,C3
2156,2016,0.0436714,2,0.109472,C3
2156,2016,-0.1929078,4,0.1726,C3
2156,2017,-0.0316344,1,0.056789,C3
2156,2017,-0.0762251,2,0.1138539,C3
2156,2017,0.237721,3,0.1769728,C3
2156,2017,0.0492063,4,0.1608726,C3
2157,2007,,3,,C1
2157,2007,0.2070614,4,0.203542,C1
2157,2008,-0.3443022,1,0.062272,C1
2157,2008,-0.4423792,2,0.2140615,C1
2157,2008,-0.58,3,0.2773106,C1
2157,2008,0.0376984,4,0.4289119,C1
2157,2009,0.5621415,1,0.1405268,C1
2157,2009,0.0746634,2,0.1898527,C1
2157,2009,-0.0922551,3,0.2922178,C1
2157,2009,0.5094103,4,0.3457665,C1
2157,2010,0.2086451,1,0.043957,C1
2157,2010,-0.0687758,2,0.0830899,C1
2157,2010,0.2385525,3,0.1768974,C1
